Age,Height_cm,Weight_kg,BMI,Sport_Type,Level,Goal,Training_Days_Per_Week,Years_Training,Has_Injury_History,Endurance_Score,Strength_Score,Speed_Score,Flexibility_Score,Explosiveness_Score,Recovery_Score,Recommended_Program_ID
25,166,90,32.7,General Fitness,Beginner,Endurance,2,2.6,1,4,6,4,5,4,8,PRG_FIT_FAT_LOSS_HIIT
25,171,72,24.6,Tennis,Intermediate,Strength,2,4.4,0,9,8,6,8,7,8,PRG_TN_POWER_GENERATION
24,182,90,27.2,Basketball,Advanced,Endurance,4,7.0,0,10,7,8,6,7,6,PRG_BB_VERTICAL_PLYOMETRICS
25,170,70,24.2,MMA,Intermediate,Agility,3,3.8,0,6,8,5,6,8,9,PRG_MMA_PEAK_PERFORMANCE
20,179,64,20.0,Tennis,Advanced,Agility,4,8.0,0,8,8,8,9,8,7,PRG_TN_FOOTWORK_ELITE
24,189,78,21.8,Basketball,Beginner,Speed,4,0.7,0,2,2,7,3,6,7,PRG_BB_ATHLETIC_BASE
33,166,89,32.3,General Fitness,Intermediate,Weight_Loss,4,4.8,0,5,3,6,6,8,7,PRG_FIT_FAT_LOSS_HIIT
23,172,70,23.7,MMA,Advanced,Strength,6,6.3,1,10,9,10,8,8,7,PRG_MMA_INJURY_PREVENTION
20,166,62,22.5,Track & Field,Intermediate,Endurance,3,3.6,0,10,4,7,4,8,8,PRG_TF_DISTANCE_ELITE
33,173,79,26.4,Tennis,Beginner,Strength,3,3.3,0,5,3,3,6,5,6,PRG_TN_MOVEMENT_FOUNDATIONS
27,181,83,25.3,Tennis,Advanced,Endurance,6,4.8,0,7,8,6,6,7,7,PRG_TN_POWER_GENERATION
22,171,66,22.6,MMA,Beginner,Endurance,3,0.7,0,6,4,3,3,2,8,PRG_MMA_BEGINNER_BASE
30,173,78,26.1,General Fitness,Beginner,Speed,1,3.2,0,6,6,4,1,5,7,PRG_FIT_BALANCED_WELLNESS
30,177,62,19.8,Boxing,Intermediate,Strength,5,4.8,0,9,5,10,7,7,7,PRG_BOX_STRENGTH_FOUNDATION
15,175,92,30.0,General Fitness,Beginner,Weight_Loss,1,1.3,0,1,1,6,3,6,8,PRG_FIT_FAT_LOSS_HIIT
23,183,62,18.5,General Fitness,Intermediate,Agility,3,4.4,0,6,5,3,3,4,8,PRG_FIT_BALANCED_WELLNESS
29,178,72,22.7,Tennis,Beginner,Endurance,2,2.6,0,6,3,4,3,5,8,PRG_TN_MOVEMENT_FOUNDATIONS
21,188,82,23.2,Basketball,Advanced,Agility,5,7.0,0,8,8,8,6,4,6,PRG_BB_CHANGE_OF_DIRECTION
24,172,103,34.8,Football,Intermediate,Muscle_Gain,5,2.6,0,6,7,8,6,4,7,PRG_FB_LINEMAN_POWER
21,174,55,18.2,Track & Field,Intermediate,Speed,3,3.6,0,6,7,8,8,7,8,PRG_TF_SPRINT_ELITE
15,183,65,19.4,Track & Field,Beginner,Agility,2,0.1,0,6,5,6,4,4,7,PRG_TF_RUNNING_MECHANICS
31,158,73,29.2,MMA,Advanced,Endurance,5,6.2,0,7,7,7,9,5,7,PRG_MMA_SPEED_AGILITY
23,183,94,28.1,Football,Intermediate,Endurance,5,3.9,0,6,7,8,4,7,6,PRG_FB_LINEMAN_POWER
26,188,96,27.2,Football,Beginner,Speed,2,0.7,0,2,3,7,3,8,8,PRG_FB_ATHLETIC_DEVELOPMENT
23,179,81,25.3,Tennis,Intermediate,Weight_Loss,2,5.9,1,6,6,8,9,9,8,PRG_TN_SHOULDER_ELBOW_PREHAB
15,175,53,17.3,Swimming,Intermediate,Endurance,5,1.7,0,8,4,5,9,4,9,PRG_SW_DISTANCE_ELITE
21,180,78,24.1,Swimming,Advanced,Agility,7,6.2,1,10,6,7,8,5,5,PRG_SW_RACE_CONDITIONING
26,178,72,22.7,Tennis,Advanced,Weight_Loss,5,6.8,0,8,6,9,9,9,7,PRG_TN_POWER_GENERATION
29,174,83,27.4,Boxing,Intermediate,Weight_Loss,5,3.2,1,7,7,6,7,9,4,PRG_BOX_REHAB_CONDITIONING
26,158,87,34.9,MMA,Beginner,Muscle_Gain,3,0.1,0,5,6,6,4,4,9,PRG_MMA_BEGINNER_BASE
20,181,75,22.9,Football,Beginner,Endurance,2,0.1,1,6,8,5,5,3,7,PRG_FB_ATHLETIC_DEVELOPMENT
15,164,76,28.3,General Fitness,Intermediate,Weight_Loss,3,5.2,0,5,7,5,8,4,7,PRG_FIT_FAT_LOSS_HIIT
23,185,71,20.7,Football,Advanced,Strength,4,5.3,1,4,10,8,4,7,7,PRG_FB_INJURY_PREVENTION
29,176,57,18.4,Boxing,Beginner,Endurance,2,1.8,1,5,5,4,4,6,9,PRG_BOX_FOUNDATIONS
16,169,68,23.8,General Fitness,Beginner,Strength,3,2.7,0,4,9,4,5,6,8,PRG_FIT_POWERLIFTING
23,188,76,21.5,Basketball,Advanced,Endurance,4,7.8,1,8,5,8,9,7,8,PRG_BB_ANKLE_KNEE_PREHAB
21,172,52,17.6,Boxing,Beginner,Strength,1,0.6,0,6,6,5,4,5,8,PRG_BOX_FOUNDATIONS
26,176,70,22.6,Swimming,Advanced,Endurance,4,6.5,0,10,9,8,10,8,8,PRG_SW_DISTANCE_ELITE
22,185,75,21.9,Basketball,Intermediate,Endurance,5,2.8,0,4,5,4,4,5,6,PRG_BB_COURT_CONDITIONING
36,176,87,28.1,General Fitness,Intermediate,Weight_Loss,3,3.1,0,7,3,5,3,5,9,PRG_FIT_FAT_LOSS_HIIT
34,176,94,30.3,MMA,Beginner,Strength,2,0.7,0,7,7,5,4,5,7,PRG_MMA_BEGINNER_BASE
25,181,83,25.3,Swimming,Beginner,Strength,2,0.1,1,5,2,5,5,5,8,PRG_SW_TECHNIQUE_AND_BASE
15,170,71,24.6,Track & Field,Intermediate,Endurance,5,3.2,0,7,6,9,4,8,6,PRG_TF_DISTANCE_ELITE
16,170,77,26.6,General Fitness,Beginner,Agility,2,1.1,0,8,7,4,5,4,8,PRG_FIT_BALANCED_WELLNESS
28,176,91,29.4,Football,Advanced,Weight_Loss,6,4.1,1,4,9,8,7,10,7,PRG_FB_INJURY_PREVENTION
31,161,70,27.0,General Fitness,Beginner,Weight_Loss,4,0.1,0,5,4,6,5,4,6,PRG_FIT_FAT_LOSS_HIIT
29,189,56,15.7,Track & Field,Intermediate,Strength,5,3.9,1,6,6,9,5,4,7,PRG_TF_GENERAL_TRACK_CONDITIONING
22,190,82,22.7,Basketball,Intermediate,Muscle_Gain,5,4.5,0,4,6,9,8,7,8,PRG_BB_CHANGE_OF_DIRECTION
16,193,67,18.0,Basketball,Intermediate,Muscle_Gain,5,5.9,0,8,7,6,5,5,6,PRG_BB_COMPLETE_ATHLETE
15,175,85,27.8,Football,Intermediate,Endurance,6,5.8,0,6,7,9,7,6,7,PRG_FB_LINEMAN_POWER
20,193,84,22.6,Basketball,Intermediate,Agility,3,5.1,0,4,7,7,7,4,10,PRG_BB_CHANGE_OF_DIRECTION
20,181,83,25.3,MMA,Intermediate,Muscle_Gain,3,5.6,0,8,7,5,2,6,8,PRG_MMA_PEAK_PERFORMANCE
25,181,77,23.5,Football,Intermediate,Agility,4,4.1,0,8,5,8,4,8,6,PRG_FB_EXPLOSIVE_ATHLETE
22,168,74,26.2,MMA,Intermediate,Speed,3,4.6,0,8,6,6,3,8,5,PRG_MMA_PEAK_PERFORMANCE
37,181,64,19.5,General Fitness,Advanced,Agility,5,4.8,1,8,6,9,8,10,7,PRG_FIT_ATHLETIC_PERFORMANCE
18,179,86,26.8,Swimming,Beginner,Agility,1,1.8,0,6,3,4,5,6,10,PRG_SW_TECHNIQUE_AND_BASE
30,174,66,21.8,Track & Field,Beginner,Endurance,2,0.1,0,4,2,5,4,4,8,PRG_TF_RUNNING_MECHANICS
27,171,82,28.0,General Fitness,Intermediate,Weight_Loss,5,4.3,0,7,3,8,10,6,7,PRG_FIT_FAT_LOSS_HIIT
17,183,63,18.8,Swimming,Intermediate,Endurance,3,2.5,0,10,6,5,7,8,9,PRG_SW_DISTANCE_ELITE
27,185,59,17.2,Boxing,Intermediate,Speed,4,1.7,0,5,8,9,7,8,6,PRG_BOX_KNOCKOUT_POWER
22,171,67,22.9,MMA,Intermediate,Muscle_Gain,4,4.5,0,5,7,6,5,6,8,PRG_MMA_GENERAL_CONDITIONING
16,173,69,23.1,Track & Field,Intermediate,Endurance,4,1.4,0,7,5,9,6,9,8,PRG_TF_DISTANCE_ELITE
25,168,81,28.7,General Fitness,Beginner,Endurance,4,1.6,0,2,3,5,2,5,9,PRG_FIT_CARDIO_ENDURANCE
15,171,66,22.6,Swimming,Beginner,Agility,2,1.0,0,6,4,6,5,3,7,PRG_SW_TECHNIQUE_AND_BASE
33,172,74,25.0,Tennis,Intermediate,Endurance,5,3.7,1,6,6,5,6,6,5,PRG_TN_SHOULDER_ELBOW_PREHAB
21,183,73,21.8,Swimming,Advanced,Endurance,5,6.7,0,10,3,9,7,8,7,PRG_SW_DISTANCE_ELITE
34,175,69,22.5,Boxing,Advanced,Strength,7,7.6,1,7,8,10,4,10,6,PRG_BOX_REHAB_CONDITIONING
15,175,63,20.6,Track & Field,Advanced,Strength,6,6.7,0,10,6,10,7,9,7,PRG_TF_THROWS_JUMPS_POWER
15,181,84,25.6,Tennis,Intermediate,Weight_Loss,3,4.4,0,8,6,8,7,6,9,PRG_TN_COMPETITION_READINESS
23,179,52,16.2,Track & Field,Beginner,Muscle_Gain,3,1.4,0,5,4,7,6,5,8,PRG_TF_RUNNING_MECHANICS
28,179,73,22.8,MMA,Intermediate,Speed,5,3.5,0,4,6,5,7,9,6,PRG_MMA_GENERAL_CONDITIONING
24,176,67,21.6,Track & Field,Intermediate,Strength,4,2.9,0,7,3,6,3,7,8,PRG_TF_THROWS_JUMPS_POWER
22,174,57,18.8,Swimming,Intermediate,Endurance,4,3.1,0,10,8,8,9,7,6,PRG_SW_DISTANCE_ELITE
22,176,80,25.8,Tennis,Intermediate,Endurance,3,5.9,0,7,5,8,7,6,8,PRG_TN_COMPETITION_READINESS
23,186,62,17.9,Basketball,Beginner,Strength,2,1.4,0,4,4,2,5,7,9,PRG_BB_ATHLETIC_BASE
18,172,64,21.6,MMA,Beginner,Strength,4,1.7,0,3,3,4,4,3,9,PRG_MMA_BEGINNER_BASE
24,179,54,16.9,Tennis,Intermediate,Strength,3,3.9,1,8,6,8,7,7,6,PRG_TN_SHOULDER_ELBOW_PREHAB
22,177,62,19.8,Track & Field,Intermediate,Speed,4,4.4,1,10,5,7,6,10,8,PRG_TF_SPRINT_ELITE
19,179,75,23.4,Boxing,Beginner,Strength,2,0.7,1,5,6,6,4,4,7,PRG_BOX_FOUNDATIONS
34,176,50,16.1,Tennis,Beginner,Agility,3,0.1,0,3,1,6,7,7,5,PRG_TN_MOVEMENT_FOUNDATIONS
33,189,65,18.2,MMA,Intermediate,Endurance,4,2.7,0,4,7,9,4,7,6,PRG_MMA_AEROBIC_BASE
30,174,87,28.7,General Fitness,Advanced,Endurance,6,7.2,0,8,9,10,6,7,6,PRG_FIT_CARDIO_ENDURANCE
19,192,92,25.0,Football,Intermediate,Endurance,3,4.1,0,4,7,9,3,8,8,PRG_FB_EXPLOSIVE_ATHLETE
39,179,86,26.8,General Fitness,Beginner,Endurance,3,1.1,0,1,6,4,10,3,9,PRG_FIT_CARDIO_ENDURANCE
21,176,106,34.2,Football,Advanced,Agility,6,6.4,0,5,9,6,5,7,6,PRG_FB_LINEMAN_POWER
21,167,75,26.9,Track & Field,Advanced,Speed,6,7.9,1,10,2,8,6,7,8,PRG_TF_SPRINT_ELITE
17,173,74,24.7,Boxing,Advanced,Speed,6,6.5,0,10,8,7,8,6,7,PRG_BOX_ELITE_CONDITIONING
22,186,54,15.6,Track & Field,Beginner,Speed,2,0.3,1,5,3,8,5,1,7,PRG_TF_RUNNING_MECHANICS
19,188,77,21.8,Basketball,Advanced,Endurance,5,7.2,0,6,4,10,6,8,8,PRG_BB_VERTICAL_PLYOMETRICS
16,179,76,23.7,Tennis,Beginner,Agility,4,1.0,0,4,2,6,5,6,7,PRG_TN_MOVEMENT_FOUNDATIONS
35,163,76,28.6,General Fitness,Beginner,Weight_Loss,2,0.8,1,4,5,5,1,4,8,PRG_FIT_FAT_LOSS_HIIT
28,175,64,20.9,MMA,Beginner,Speed,2,2.2,0,1,2,3,2,4,8,PRG_MMA_BEGINNER_BASE
24,188,67,19.0,Swimming,Advanced,Speed,4,5.9,1,10,5,8,8,6,8,PRG_SW_SPRINT_POWER
15,197,67,17.3,Basketball,Advanced,Speed,5,7.7,1,7,7,9,5,8,9,PRG_BB_ANKLE_KNEE_PREHAB
19,172,68,23.0,Track & Field,Beginner,Muscle_Gain,4,0.4,0,4,5,6,6,5,8,PRG_TF_RUNNING_MECHANICS
21,188,68,19.2,Swimming,Advanced,Muscle_Gain,5,9.2,1,10,4,6,10,9,5,PRG_SW_DRY_LAND_STRENGTH
26,170,74,25.6,Swimming,Beginner,Weight_Loss,4,0.1,0,4,1,6,3,4,8,PRG_SW_TECHNIQUE_AND_BASE
21,181,83,25.3,MMA,Intermediate,Endurance,5,4.8,0,5,6,4,6,6,10,PRG_MMA_GENERAL_CONDITIONING
32,178,88,27.8,Tennis,Intermediate,Speed,4,3.8,0,7,9,6,8,4,7,PRG_TN_COMPETITION_READINESS
25,182,99,29.9,Football,Beginner,Speed,3,1.5,1,3,5,3,4,4,7,PRG_FB_ATHLETIC_DEVELOPMENT
24,180,72,22.2,General Fitness,Intermediate,Muscle_Gain,4,2.1,1,6,6,8,4,5,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
30,171,61,20.9,Boxing,Intermediate,Muscle_Gain,3,2.7,1,7,7,4,5,5,8,PRG_BOX_REHAB_CONDITIONING
26,160,78,30.5,Boxing,Beginner,Strength,1,1.3,0,3,5,4,6,1,8,PRG_BOX_FOUNDATIONS
32,180,69,21.3,Boxing,Intermediate,Speed,5,2.3,0,8,5,8,7,6,7,PRG_BOX_GENERAL_COMBAT_FITNESS
18,183,67,20.0,Swimming,Intermediate,Endurance,3,2.5,0,9,7,9,6,6,8,PRG_SW_DISTANCE_ELITE
27,175,86,28.1,General Fitness,Beginner,Endurance,2,0.1,1,5,1,5,4,7,8,PRG_FIT_CARDIO_ENDURANCE
29,167,52,18.6,General Fitness,Intermediate,Speed,4,4.2,0,5,5,6,6,5,8,PRG_FIT_BALANCED_WELLNESS
20,167,72,25.8,Boxing,Intermediate,Weight_Loss,4,3.8,0,5,5,5,7,6,7,PRG_BOX_CARDIO_BASE
24,187,78,22.3,Swimming,Intermediate,Endurance,6,4.2,0,10,5,6,5,7,7,PRG_SW_DISTANCE_ELITE
22,170,65,22.5,Boxing,Beginner,Weight_Loss,2,1.5,1,6,4,4,3,5,9,PRG_BOX_FOUNDATIONS
16,179,63,19.7,Football,Advanced,Agility,6,8.7,0,6,9,10,6,6,8,PRG_FB_STRENGTH_STAMINA
20,190,83,23.0,Basketball,Intermediate,Speed,5,1.3,0,7,6,4,4,7,8,PRG_BB_COMPLETE_ATHLETE
19,178,98,30.9,Football,Intermediate,Strength,4,3.6,0,6,7,8,3,8,9,PRG_FB_LINEMAN_POWER
23,179,67,20.9,Track & Field,Advanced,Muscle_Gain,5,8.2,1,8,9,10,8,7,6,PRG_TF_THROWS_JUMPS_POWER
18,187,71,20.3,Football,Advanced,Strength,5,6.5,0,7,10,7,7,10,9,PRG_FB_EXPLOSIVE_ATHLETE
45,182,81,24.5,General Fitness,Beginner,Muscle_Gain,2,0.1,1,5,5,3,1,6,8,PRG_FIT_HYPERTROPHY_INTERMEDIATE
24,184,102,30.1,Football,Intermediate,Speed,4,3.3,1,6,6,7,5,10,8,PRG_FB_INJURY_PREVENTION
20,186,68,19.7,Tennis,Intermediate,Agility,3,3.9,0,5,5,7,5,7,8,PRG_TN_FOOTWORK_ELITE
23,169,76,26.6,Boxing,Advanced,Agility,6,6.3,1,8,6,8,5,9,7,PRG_BOX_REHAB_CONDITIONING
25,199,80,20.2,Basketball,Advanced,Agility,3,8.6,0,6,5,10,5,6,7,PRG_BB_CHANGE_OF_DIRECTION
20,194,81,21.5,Basketball,Advanced,Weight_Loss,6,7.4,1,9,6,10,8,9,9,PRG_BB_ANKLE_KNEE_PREHAB
30,166,81,29.4,MMA,Intermediate,Muscle_Gain,4,4.3,0,6,5,8,6,6,7,PRG_MMA_SPEED_AGILITY
25,199,85,21.5,Basketball,Intermediate,Speed,5,4.3,0,6,7,6,7,6,8,PRG_BB_COMPLETE_ATHLETE
22,172,60,20.3,MMA,Beginner,Endurance,2,0.5,0,7,7,5,6,4,9,PRG_MMA_BEGINNER_BASE
19,173,69,23.1,Swimming,Advanced,Muscle_Gain,7,6.8,1,10,8,10,8,9,6,PRG_SW_RACE_CONDITIONING
17,172,70,23.7,Swimming,Advanced,Endurance,6,6.2,0,10,7,8,9,6,8,PRG_SW_DISTANCE_ELITE
20,186,82,23.7,Football,Intermediate,Muscle_Gain,3,3.3,1,6,4,6,4,6,8,PRG_FB_INJURY_PREVENTION
22,188,64,18.1,Swimming,Intermediate,Agility,4,3.0,0,7,5,7,7,7,7,PRG_SW_RACE_CONDITIONING
23,187,92,26.3,MMA,Beginner,Weight_Loss,2,0.8,0,4,5,6,2,6,8,PRG_MMA_BEGINNER_BASE
23,187,92,26.3,Basketball,Beginner,Endurance,2,3.0,0,4,3,8,5,4,8,PRG_BB_ATHLETIC_BASE
25,180,74,22.8,Track & Field,Intermediate,Endurance,4,2.4,0,7,5,9,5,6,7,PRG_TF_DISTANCE_ELITE
20,183,70,20.9,Tennis,Advanced,Strength,5,8.0,0,8,9,10,7,9,8,PRG_TN_POWER_GENERATION
17,196,108,28.1,Basketball,Intermediate,Agility,5,4.7,1,5,7,7,6,7,8,PRG_BB_ANKLE_KNEE_PREHAB
17,198,90,23.0,Basketball,Beginner,Endurance,3,1.1,0,5,7,4,2,3,7,PRG_BB_ATHLETIC_BASE
23,178,59,18.6,Track & Field,Advanced,Speed,6,6.6,0,10,7,10,7,10,7,PRG_TF_SPRINT_ELITE
15,181,68,20.8,Tennis,Advanced,Agility,5,5.1,0,9,6,6,7,9,6,PRG_TN_FOOTWORK_ELITE
18,194,80,21.3,Basketball,Intermediate,Agility,3,2.7,0,4,3,7,6,5,10,PRG_BB_CHANGE_OF_DIRECTION
22,177,69,22.0,Track & Field,Beginner,Endurance,1,0.6,0,8,3,7,4,5,9,PRG_TF_RUNNING_MECHANICS
26,173,56,18.7,Boxing,Intermediate,Speed,5,3.5,0,6,10,8,8,10,8,PRG_BOX_KNOCKOUT_POWER
18,185,63,18.4,Boxing,Beginner,Endurance,3,1.2,0,8,6,3,2,6,9,PRG_BOX_FOUNDATIONS
23,199,75,18.9,Basketball,Intermediate,Agility,4,4.2,1,5,5,7,6,6,8,PRG_BB_ANKLE_KNEE_PREHAB
37,179,86,26.8,General Fitness,Beginner,Endurance,3,0.1,0,4,2,5,5,5,7,PRG_FIT_CARDIO_ENDURANCE
15,170,66,22.8,Swimming,Advanced,Strength,5,7.6,1,9,2,9,6,7,7,PRG_SW_DRY_LAND_STRENGTH
24,180,73,22.5,Tennis,Intermediate,Strength,4,4.6,0,6,3,3,7,7,10,PRG_TN_CORE_STABILITY
20,192,66,17.9,Swimming,Intermediate,Speed,2,3.5,1,6,5,4,10,5,8,PRG_SW_RACE_CONDITIONING
28,164,89,33.1,MMA,Intermediate,Muscle_Gain,3,3.4,0,7,5,4,6,7,9,PRG_MMA_GENERAL_CONDITIONING
34,180,50,15.4,Boxing,Advanced,Agility,4,6.0,1,8,8,8,6,8,9,PRG_BOX_REHAB_CONDITIONING
22,189,99,27.7,Football,Intermediate,Speed,4,2.3,0,7,5,6,7,7,8,PRG_FB_SPRINT_MECHANICS
15,182,93,28.1,Football,Intermediate,Speed,4,0.7,0,4,7,7,2,7,8,PRG_FB_SPRINT_MECHANICS
23,175,79,25.8,MMA,Beginner,Endurance,2,0.1,0,5,6,3,4,3,7,PRG_MMA_BEGINNER_BASE
27,181,63,19.2,Tennis,Beginner,Agility,1,2.0,0,3,3,4,4,6,9,PRG_TN_MOVEMENT_FOUNDATIONS
27,183,78,23.3,Tennis,Beginner,Agility,3,0.5,1,2,7,5,7,3,9,PRG_TN_MOVEMENT_FOUNDATIONS
25,174,58,19.2,Track & Field,Beginner,Endurance,2,0.1,0,8,4,7,4,2,7,PRG_TF_RUNNING_MECHANICS
22,202,93,22.8,Basketball,Intermediate,Endurance,5,4.0,1,6,7,7,7,9,9,PRG_BB_ANKLE_KNEE_PREHAB
35,176,76,24.5,General Fitness,Intermediate,Muscle_Gain,4,3.8,0,8,5,4,8,9,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
45,171,62,21.2,General Fitness,Beginner,Endurance,2,2.7,0,4,3,2,2,5,10,PRG_FIT_CARDIO_ENDURANCE
23,182,57,17.2,MMA,Beginner,Strength,1,0.1,0,5,5,3,5,4,8,PRG_MMA_BEGINNER_BASE
24,180,75,23.1,Boxing,Intermediate,Agility,3,5.1,0,6,6,4,4,8,8,PRG_BOX_KNOCKOUT_POWER
26,170,74,25.6,Boxing,Beginner,Strength,3,0.1,0,3,6,3,7,4,8,PRG_BOX_FOUNDATIONS
22,196,70,18.2,Basketball,Beginner,Endurance,2,3.6,0,4,5,6,3,5,8,PRG_BB_ATHLETIC_BASE
30,184,78,23.0,Tennis,Intermediate,Agility,3,3.6,0,8,4,5,8,9,8,PRG_TN_COURT_MOVEMENT
20,175,72,23.5,Track & Field,Intermediate,Endurance,4,4.8,0,7,5,10,6,8,9,PRG_TF_DISTANCE_ELITE
28,185,71,20.7,Track & Field,Intermediate,Endurance,6,4.4,0,7,6,7,7,8,7,PRG_TF_DISTANCE_ELITE
15,181,104,31.7,Football,Intermediate,Endurance,3,3.9,0,6,9,7,4,6,8,PRG_FB_LINEMAN_POWER
15,186,64,18.5,Tennis,Advanced,Speed,5,9.5,1,9,8,6,9,7,8,PRG_TN_SHOULDER_ELBOW_PREHAB
27,170,66,22.8,Track & Field,Beginner,Speed,3,0.1,0,4,5,7,6,5,9,PRG_TF_RUNNING_MECHANICS
23,198,67,17.1,Basketball,Intermediate,Speed,4,4.8,0,8,4,5,5,7,8,PRG_BB_COMPLETE_ATHLETE
24,175,76,24.8,Boxing,Intermediate,Strength,3,4.3,0,7,6,5,3,5,7,PRG_BOX_GENERAL_COMBAT_FITNESS
15,173,68,22.7,Boxing,Intermediate,Speed,5,0.4,1,4,8,6,5,4,8,PRG_BOX_REHAB_CONDITIONING
26,181,66,20.1,Tennis,Beginner,Speed,2,1.0,0,6,6,2,5,6,6,PRG_TN_MOVEMENT_FOUNDATIONS
28,184,84,24.8,Football,Intermediate,Endurance,3,4.5,1,7,7,5,5,6,8,PRG_FB_INJURY_PREVENTION
15,172,57,19.3,Swimming,Beginner,Endurance,2,1.2,0,6,6,4,3,3,9,PRG_SW_TECHNIQUE_AND_BASE
28,174,54,17.8,Boxing,Intermediate,Muscle_Gain,3,5.1,1,6,4,6,6,10,5,PRG_BOX_REHAB_CONDITIONING
29,189,79,22.1,Basketball,Intermediate,Agility,5,2.2,0,8,6,4,7,10,7,PRG_BB_CHANGE_OF_DIRECTION
24,180,74,22.8,Boxing,Beginner,Endurance,3,2.2,1,2,4,4,1,5,9,PRG_BOX_FOUNDATIONS
22,176,77,24.9,MMA,Intermediate,Endurance,3,3.3,0,4,7,5,7,7,10,PRG_MMA_AEROBIC_BASE
28,175,66,21.6,Track & Field,Intermediate,Muscle_Gain,5,3.7,0,7,5,8,6,5,7,PRG_TF_GENERAL_TRACK_CONDITIONING
24,180,82,25.3,Tennis,Intermediate,Weight_Loss,4,2.9,0,7,5,2,4,5,7,PRG_TN_COMPETITION_READINESS
28,173,77,25.7,Track & Field,Intermediate,Endurance,4,3.2,0,8,4,10,8,5,7,PRG_TF_DISTANCE_ELITE
28,190,75,20.8,MMA,Beginner,Endurance,3,1.3,0,4,2,6,6,5,9,PRG_MMA_BEGINNER_BASE
24,187,77,22.0,MMA,Intermediate,Agility,3,2.3,0,5,9,5,9,7,9,PRG_MMA_SPEED_AGILITY
23,177,64,20.4,Boxing,Advanced,Strength,5,7.3,0,7,9,7,8,7,8,PRG_BOX_KNOCKOUT_POWER
19,168,70,24.8,Boxing,Advanced,Muscle_Gain,5,8.7,0,8,8,8,5,9,6,PRG_BOX_KNOCKOUT_POWER
21,168,63,22.3,Track & Field,Intermediate,Muscle_Gain,5,2.7,1,6,7,8,6,6,7,PRG_TF_GENERAL_TRACK_CONDITIONING
19,179,93,29.0,Football,Intermediate,Strength,3,3.0,1,7,7,8,3,6,9,PRG_FB_INJURY_PREVENTION
23,187,76,21.7,Basketball,Intermediate,Agility,4,4.5,0,8,6,7,3,8,8,PRG_BB_CHANGE_OF_DIRECTION
15,175,73,23.8,Swimming,Intermediate,Muscle_Gain,5,2.7,0,8,5,6,6,4,8,PRG_SW_RACE_CONDITIONING
15,163,68,25.6,General Fitness,Beginner,Weight_Loss,2,1.1,0,7,4,4,2,3,10,PRG_FIT_FAT_LOSS_HIIT
26,173,67,22.4,Boxing,Beginner,Speed,2,0.1,0,5,3,6,3,7,7,PRG_BOX_FOUNDATIONS
23,178,90,28.4,Football,Beginner,Speed,4,0.1,0,4,5,6,3,5,8,PRG_FB_ATHLETIC_DEVELOPMENT
26,174,75,24.8,Track & Field,Intermediate,Strength,3,3.4,0,9,6,10,5,8,7,PRG_TF_THROWS_JUMPS_POWER
30,178,73,23.0,Boxing,Intermediate,Endurance,4,3.8,0,8,3,6,7,6,7,PRG_BOX_GENERAL_COMBAT_FITNESS
22,189,82,23.0,Basketball,Beginner,Agility,3,2.0,0,5,6,8,2,5,8,PRG_BB_ATHLETIC_BASE
22,173,74,24.7,Tennis,Advanced,Agility,5,5.4,0,7,8,8,8,7,6,PRG_TN_FOOTWORK_ELITE
20,170,65,22.5,Swimming,Beginner,Strength,4,1.1,0,4,4,2,4,6,8,PRG_SW_TECHNIQUE_AND_BASE
23,188,80,22.6,Football,Advanced,Speed,5,6.5,0,7,8,10,6,10,8,PRG_FB_SPRINT_MECHANICS
17,184,70,20.7,Swimming,Beginner,Weight_Loss,4,0.1,1,3,7,5,5,5,8,PRG_SW_TECHNIQUE_AND_BASE
15,173,83,27.7,Football,Intermediate,Strength,4,4.1,1,6,8,7,6,7,8,PRG_FB_INJURY_PREVENTION
27,175,94,30.7,Football,Intermediate,Endurance,3,4.4,0,4,7,6,7,8,8,PRG_FB_LINEMAN_POWER
26,196,50,13.0,Tennis,Intermediate,Agility,3,3.6,1,4,6,6,7,8,6,PRG_TN_SHOULDER_ELBOW_PREHAB
28,176,83,26.8,Swimming,Intermediate,Endurance,5,5.0,0,8,3,4,8,4,5,PRG_SW_DISTANCE_ELITE
20,185,74,21.6,MMA,Advanced,Speed,5,6.7,1,6,10,6,5,6,7,PRG_MMA_INJURY_PREVENTION
34,162,101,38.5,General Fitness,Intermediate,Agility,3,2.6,1,6,6,4,6,7,7,PRG_FIT_FAT_LOSS_HIIT
16,175,65,21.2,Track & Field,Intermediate,Speed,5,2.0,0,6,6,8,7,7,7,PRG_TF_SPRINT_ELITE
23,188,89,25.2,Basketball,Advanced,Strength,6,9.0,1,7,5,10,7,9,6,PRG_BB_ANKLE_KNEE_PREHAB
37,174,69,22.8,General Fitness,Beginner,Muscle_Gain,2,0.1,0,4,3,4,3,2,7,PRG_FIT_HYPERTROPHY_BEGINNER
19,172,61,20.6,Track & Field,Intermediate,Endurance,3,4.2,1,7,6,6,5,9,7,PRG_TF_DISTANCE_ELITE
16,195,77,20.2,Basketball,Beginner,Endurance,3,1.3,0,7,3,6,3,4,9,PRG_BB_ATHLETIC_BASE
